"dma_json_code","date","keyword","hits","ratio"
"US-AL",2021-01-01,"%2Fm%2F03m50g4",20,1.35039407837693
"US-AL",2021-02-01,"%2Fm%2F03m50g4",16,1.35039407837693
"US-AL",2021-03-01,"%2Fm%2F03m50g4",16,1.35039407837693
"US-AR",2012-01-01,"%2Fm%2F03m50g4",28,1.44082773792373
"US-AR",2012-02-01,"%2Fm%2F03m50g4",42,1.44082773792373
"US-AR",2012-03-01,"%2Fm%2F03m50g4",56,1.44082773792373
"US-AR",2012-04-01,"%2Fm%2F03m50g4",100,1.44082773792373
"US-AR",2012-05-01,"%2Fm%2F03m50g4",42,1.44082773792373
"US-AR",2012-06-01,"%2Fm%2F03m50g4",60,1.44082773792373
"US-AR",2012-07-01,"%2Fm%2F03m50g4",14,1.44082773792373
"US-AR",2012-08-01,"%2Fm%2F03m50g4",0,1.44082773792373
"US-AR",2012-09-01,"%2Fm%2F03m50g4",82,1.44082773792373
"US-AR",2012-10-01,"%2Fm%2F03m50g4",89,1.44082773792373
"US-AR",2012-11-01,"%2Fm%2F03m50g4",52,1.44082773792373
"US-AR",2012-12-01,"%2Fm%2F03m50g4",39,1.44082773792373
"US-AR",2013-01-01,"%2Fm%2F03m50g4",47,1.44082773792373
"US-AR",2013-02-01,"%2Fm%2F03m50g4",74,1.44082773792373
"US-AR",2013-03-01,"%2Fm%2F03m50g4",81,1.44082773792373
"US-AR",2013-04-01,"%2Fm%2F03m50g4",58,1.44082773792373
"US-AR",2013-05-01,"%2Fm%2F03m50g4",70,1.44082773792373
"US-AR",2013-06-01,"%2Fm%2F03m50g4",13,1.44082773792373
"US-AR",2013-07-01,"%2Fm%2F03m50g4",0,1.44082773792373
"US-AR",2013-08-01,"%2Fm%2F03m50g4",22,1.44082773792373
"US-AR",2013-09-01,"%2Fm%2F03m50g4",43,1.44082773792373
"US-AR",2013-10-01,"%2Fm%2F03m50g4",71,1.44082773792373
"US-AR",2013-11-01,"%2Fm%2F03m50g4",85,1.44082773792373
"US-AR",2013-12-01,"%2Fm%2F03m50g4",31,1.44082773792373
"US-AR",2014-01-01,"%2Fm%2F03m50g4",19,1.44082773792373
"US-AR",2014-02-01,"%2Fm%2F03m50g4",30,1.44082773792373
"US-AR",2014-03-01,"%2Fm%2F03m50g4",28,1.44082773792373
"US-AR",2014-04-01,"%2Fm%2F03m50g4",68,1.44082773792373
"US-AR",2014-05-01,"%2Fm%2F03m50g4",82,1.44082773792373
"US-AR",2014-06-01,"%2Fm%2F03m50g4",12,1.44082773792373
"US-AR",2014-07-01,"%2Fm%2F03m50g4",12,1.44082773792373
"US-AR",2014-08-01,"%2Fm%2F03m50g4",12,1.44082773792373
"US-AR",2014-09-01,"%2Fm%2F03m50g4",32,1.44082773792373
"US-AR",2014-10-01,"%2Fm%2F03m50g4",73,1.44082773792373
"US-AR",2014-11-01,"%2Fm%2F03m50g4",33,1.44082773792373
"US-AR",2014-12-01,"%2Fm%2F03m50g4",11,1.44082773792373
"US-AR",2015-01-01,"%2Fm%2F03m50g4",20,1.44082773792373
"US-AR",2015-02-01,"%2Fm%2F03m50g4",22,1.44082773792373
"US-AR",2015-03-01,"%2Fm%2F03m50g4",87,1.44082773792373
"US-AR",2015-04-01,"%2Fm%2F03m50g4",43,1.44082773792373
