dma_json_code,date,keyword,hits,ratio
US-AL,2019-05-01,%2Fm%2F07km37,11,2.71795316151522
US-AL,2019-06-01,%2Fm%2F07km37,0,2.71795316151522
US-AL,2019-07-01,%2Fm%2F07km37,8,2.71795316151522
US-AL,2019-08-01,%2Fm%2F07km37,11,2.71795316151522
US-AL,2019-09-01,%2Fm%2F07km37,33,2.71795316151522
US-AL,2019-10-01,%2Fm%2F07km37,12,2.71795316151522
US-AL,2019-11-01,%2Fm%2F07km37,17,2.71795316151522
US-AL,2019-12-01,%2Fm%2F07km37,12,2.71795316151522
US-AL,2020-01-01,%2Fm%2F07km37,13,2.71795316151522
US-AL,2020-02-01,%2Fm%2F07km37,10,2.71795316151522
US-AL,2020-03-01,%2Fm%2F07km37,6,2.71795316151522
US-AL,2020-04-01,%2Fm%2F07km37,17,2.71795316151522
US-AL,2020-05-01,%2Fm%2F07km37,8,2.71795316151522
US-AL,2020-06-01,%2Fm%2F07km37,11,2.71795316151522
US-AL,2020-07-01,%2Fm%2F07km37,11,2.71795316151522
US-AL,2020-08-01,%2Fm%2F07km37,6,2.71795316151522
US-AL,2020-09-01,%2Fm%2F07km37,22,2.71795316151522
US-AL,2020-10-01,%2Fm%2F07km37,22,2.71795316151522
US-AL,2020-11-01,%2Fm%2F07km37,7,2.71795316151522
US-AL,2020-12-01,%2Fm%2F07km37,5,2.71795316151522
US-AL,2021-01-01,%2Fm%2F07km37,9,2.71795316151522
US-AL,2021-02-01,%2Fm%2F07km37,10,2.71795316151522
US-AL,2021-03-01,%2Fm%2F07km37,0,2.71795316151522
US-AR,2012-01-01,%2Fm%2F07km37,44,3.04771453350289
US-AR,2012-02-01,%2Fm%2F07km37,11,3.04771453350289
US-AR,2012-03-01,%2Fm%2F07km37,33,3.04771453350289
US-AR,2012-04-01,%2Fm%2F07km37,45,3.04771453350289
US-AR,2012-05-01,%2Fm%2F07km37,33,3.04771453350289
US-AR,2012-06-01,%2Fm%2F07km37,12,3.04771453350289
US-AR,2012-07-01,%2Fm%2F07km37,11,3.04771453350289
US-AR,2012-08-01,%2Fm%2F07km37,32,3.04771453350289
US-AR,2012-09-01,%2Fm%2F07km37,21,3.04771453350289
US-AR,2012-10-01,%2Fm%2F07km37,100,3.04771453350289
US-AR,2012-11-01,%2Fm%2F07km37,41,3.04771453350289
US-AR,2012-12-01,%2Fm%2F07km37,31,3.04771453350289
US-AR,2013-01-01,%2Fm%2F07km37,28,3.04771453350289
US-AR,2013-02-01,%2Fm%2F07km37,78,3.04771453350289
US-AR,2013-03-01,%2Fm%2F07km37,46,3.04771453350289
US-AR,2013-04-01,%2Fm%2F07km37,0,3.04771453350289
US-AR,2013-05-01,%2Fm%2F07km37,55,3.04771453350289
US-AR,2013-06-01,%2Fm%2F07km37,0,3.04771453350289
US-AR,2013-07-01,%2Fm%2F07km37,28,3.04771453350289
US-AR,2013-08-01,%2Fm%2F07km37,35,3.04771453350289
US-AR,2013-09-01,%2Fm%2F07km37,25,3.04771453350289
US-AR,2013-10-01,%2Fm%2F07km37,40,3.04771453350289
US-AR,2013-11-01,%2Fm%2F07km37,33,3.04771453350289
US-AR,2013-12-01,%2Fm%2F07km37,25,3.04771453350289
US-AR,2014-01-01,%2Fm%2F07km37,38,3.04771453350289
US-AR,2014-02-01,%2Fm%2F07km37,40,3.04771453350289
US-AR,2014-03-01,%2Fm%2F07km37,30,3.04771453350289
US-AR,2014-04-01,%2Fm%2F07km37,31,3.04771453350289
US-AR,2014-05-01,%2Fm%2F07km37,24,3.04771453350289
US-AR,2014-06-01,%2Fm%2F07km37,10,3.04771453350289
US-AR,2014-07-01,%2Fm%2F07km37,9,3.04771453350289
US-AR,2014-08-01,%2Fm%2F07km37,9,3.04771453350289
US-AR,2014-09-01,%2Fm%2F07km37,17,3.04771453350289
US-AR,2014-10-01,%2Fm%2F07km37,66,3.04771453350289
US-AR,2014-11-01,%2Fm%2F07km37,17,3.04771453350289
US-AR,2014-12-01,%2Fm%2F07km37,25,3.04771453350289
US-AR,2015-01-01,%2Fm%2F07km37,32,3.04771453350289
US-AR,2015-02-01,%2Fm%2F07km37,68,3.04771453350289
US-AR,2015-03-01,%2Fm%2F07km37,51,3.04771453350289
US-AR,2015-04-01,%2Fm%2F07km37,34,3.04771453350289
US-AR,2015-05-01,%2Fm%2F07km37,17,3.04771453350289
US-AR,2015-06-01,%2Fm%2F07km37,9,3.04771453350289
US-AR,2015-07-01,%2Fm%2F07km37,9,3.04771453350289
US-AR,2015-08-01,%2Fm%2F07km37,36,3.04771453350289
US-AR,2015-09-01,%2Fm%2F07km37,65,3.04771453350289
US-AR,2015-10-01,%2Fm%2F07km37,80,3.04771453350289
US-AR,2015-11-01,%2Fm%2F07km37,44,3.04771453350289
US-AR,2015-12-01,%2Fm%2F07km37,0,3.04771453350289
US-AR,2016-01-01,%2Fm%2F07km37,37,3.04771453350289
US-AR,2016-02-01,%2Fm%2F07km37,31,3.04771453350289
US-AR,2016-03-01,%2Fm%2F07km37,15,3.04771453350289
US-AR,2016-04-01,%2Fm%2F07km37,26,3.04771453350289
US-AR,2016-05-01,%2Fm%2F07km37,21,3.04771453350289
US-AR,2016-06-01,%2Fm%2F07km37,0,3.04771453350289
US-AR,2016-07-01,%2Fm%2F07km37,6,3.04771453350289
